SHIPMENT_ID,ORDER_ID,SHIP_DATE,SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION
1306,CA-2016-141397,2016-06-21,First Class,Consumer,United States,Pasadena,California,91104,West
1311,CA-2016-141082,2016-12-13,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East
1313,US-2016-134488,2016-10-01,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
1314,CA-2016-145919,2016-12-23,Standard Class,Corporate,United States,Los Angeles,California,90032,West
1317,CA-2017-157651,2017-12-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
1318,CA-2014-160773,2014-07-05,Standard Class,Corporate,United States,Deltona,Florida,32725,South
1320,CA-2017-167703,2017-02-08,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East
1322,CA-2017-121804,2017-03-08,Standard Class,Consumer,United States,Murray,Kentucky,42071,South
1323,CA-2017-162635,2017-10-10,First Class,Consumer,United States,Wilmington,North Carolina,28403,South
1324,CA-2014-107153,2014-10-03,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East
1325,US-2014-117058,2014-05-30,First Class,Consumer,United States,Chicago,Illinois,60653,Central
1326,CA-2015-120439,2015-06-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
1327,CA-2016-128258,2016-04-01,First Class,Corporate,United States,Norwich,Connecticut,6360,East
1328,CA-2017-106033,2017-10-18,Second Class,Home Office,United States,San Francisco,California,94110,West
1329,CA-2016-142762,2016-05-27,Standard Class,Consumer,United States,San Francisco,California,94109,West
1330,CA-2017-127705,2017-06-06,Standard Class,Home Office,United States,Lorain,Ohio,44052,East
1332,CA-2014-122567,2014-02-21,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
1334,CA-2014-121664,2014-05-10,Standard Class,Home Office,United States,Los Angeles,California,90049,West
1335,CA-2016-122133,2016-05-23,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East
1336,US-2017-123281,2017-04-07,Standard Class,Consumer,United States,Los Angeles,California,90008,West
1337,CA-2017-100524,2017-04-02,Second Class,Consumer,United States,New York City,New York,10011,East
1340,CA-2017-113481,2017-01-04,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South
1343,CA-2015-131758,2015-06-01,Standard Class,Consumer,United States,Freeport,New York,11520,East
1345,CA-2014-118339,2014-03-24,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central
1350,CA-2014-153976,2014-10-08,Second Class,Consumer,United States,Evanston,Illinois,60201,Central
1351,CA-2016-162901,2016-03-31,First Class,Corporate,United States,Arlington,Virginia,22204,South
1352,CA-2017-162978,2017-05-09,Standard Class,Corporate,United States,San Francisco,California,94109,West
1355,US-2014-160444,2014-07-05,Same Day,Consumer,United States,Houston,Texas,77036,Central
1357,CA-2016-145247,2016-05-07,First Class,Consumer,United States,Louisville,Kentucky,40214,South
1358,CA-2017-160045,2017-04-27,First Class,Consumer,United States,Fort Worth,Texas,76106,Central
1359,US-2014-151925,2014-10-01,Second Class,Consumer,United States,Los Angeles,California,90049,West
1360,CA-2017-125199,2017-10-25,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
1363,US-2017-155425,2017-11-11,First Class,Corporate,United States,Tucson,Arizona,85705,West
1368,CA-2017-133249,2017-07-11,First Class,Home Office,United States,Pico Rivera,California,90660,West
1369,US-2015-103471,2015-12-28,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West
1371,CA-2017-136672,2017-03-12,Standard Class,Home Office,United States,Clinton,Maryland,20735,East
1372,US-2014-157021,2014-04-06,Second Class,Consumer,United States,Vallejo,California,94591,West
1374,CA-2015-120362,2015-09-19,Standard Class,Consumer,United States,Provo,Utah,84604,West
1375,CA-2014-126361,2014-08-09,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West
1381,US-2016-100566,2016-09-09,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central
1382,US-2016-108504,2016-02-05,Same Day,Home Office,United States,Smyrna,Georgia,30080,South
1393,CA-2017-124828,2017-07-04,First Class,Corporate,United States,Burlington,North Carolina,27217,South
1394,US-2017-117247,2017-10-14,Standard Class,Corporate,United States,Aurora,Illinois,60505,Central
1396,CA-2016-124485,2016-11-26,First Class,Consumer,United States,New York City,New York,10035,East
1400,CA-2016-159212,2016-11-05,Standard Class,Home Office,United States,Salem,Virginia,24153,South
1402,US-2016-161396,2016-04-25,Standard Class,Home Office,United States,Columbus,Ohio,43229,East
1404,US-2014-118486,2014-04-08,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
1407,CA-2016-130407,2016-09-06,Standard Class,Consumer,United States,New York City,New York,10024,East
1409,US-2016-122245,2016-09-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West
1410,CA-2017-105144,2017-11-11,Standard Class,Home Office,United States,Grand Prairie,Texas,75051,Central
1411,CA-2016-136329,2016-07-13,Standard Class,Corporate,United States,New York City,New York,10035,East
1413,CA-2014-146640,2014-07-05,Standard Class,Consumer,United States,New York City,New York,10024,East
1414,CA-2017-115994,2017-01-31,Second Class,Home Office,United States,Costa Mesa,California,92627,West
1416,CA-2015-126697,2015-09-24,First Class,Corporate,United States,Houston,Texas,77041,Central
1419,CA-2015-124800,2015-09-30,Standard Class,Corporate,United States,Mesa,Arizona,85204,West
1426,US-2015-164448,2015-11-04,Second Class,Corporate,United States,Salinas,California,93905,West
1430,CA-2017-122700,2017-11-30,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
1431,CA-2014-120768,2014-12-21,Second Class,Consumer,United States,Florence,Alabama,35630,South
1434,US-2016-153129,2016-12-30,Standard Class,Consumer,United States,Seattle,Washington,98105,West
1435,CA-2017-106852,2017-06-27,Standard Class,Consumer,United States,Parma,Ohio,44134,East
1437,CA-2015-139731,2015-10-15,Same Day,Consumer,United States,Amarillo,Texas,79109,Central
1439,CA-2017-122735,2017-04-15,Second Class,Consumer,United States,Providence,Rhode Island,2908,East
1441,CA-2017-128160,2017-12-24,Second Class,Consumer,United States,San Francisco,California,94110,West
1442,CA-2017-117695,2017-08-08,First Class,Corporate,United States,Richmond,Kentucky,40475,South
1443,CA-2015-166135,2015-10-06,Standard Class,Corporate,United States,Aurora,Colorado,80013,West
1444,CA-2016-133725,2016-05-28,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
1445,CA-2017-102337,2017-06-16,First Class,Home Office,United States,Chicago,Illinois,60653,Central
1448,US-2014-112564,2014-04-24,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
1449,CA-2015-145821,2015-05-07,Standard Class,Corporate,United States,Los Angeles,California,90008,West
1450,US-2015-160150,2015-07-20,First Class,Consumer,United States,Phoenix,Arizona,85023,West
1451,CA-2016-133711,2016-11-29,First Class,Corporate,United States,Mobile,Alabama,36608,South
1455,CA-2017-148474,2017-06-19,Standard Class,Home Office,United States,Columbus,Georgia,31907,South
1457,CA-2015-111297,2015-08-21,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East
1458,CA-2016-123722,2016-10-01,Standard Class,Corporate,United States,Irving,Texas,75061,Central
1459,CA-2014-155271,2014-05-04,Same Day,Consumer,United States,Middletown,Connecticut,6457,East
1460,CA-2015-119907,2015-12-08,Standard Class,Consumer,United States,Seattle,Washington,98103,West
1461,US-2016-128902,2016-03-15,Standard Class,Consumer,United States,Vineland,New Jersey,8360,East
1462,CA-2016-152289,2016-08-28,First Class,Corporate,United States,Pasadena,Texas,77506,Central
1464,US-2016-104794,2016-12-19,First Class,Corporate,United States,New York City,New York,10009,East
1465,CA-2014-151708,2014-08-14,Standard Class,Consumer,United States,Glendale,Arizona,85301,West
1467,CA-2015-100769,2015-05-16,Same Day,Home Office,United States,Jacksonville,Florida,32216,South
1468,CA-2017-139199,2017-12-13,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central
1471,US-2015-161466,2015-09-27,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
1472,CA-2017-164959,2017-07-15,Standard Class,Corporate,United States,Los Angeles,California,90004,West
1473,US-2015-105676,2015-12-02,Same Day,Consumer,United States,Houston,Texas,77036,Central
1474,CA-2016-113138,2016-11-25,Standard Class,Home Office,United States,Niagara Falls,New York,14304,East
1476,US-2017-104955,2017-03-24,Standard Class,Home Office,United States,New York City,New York,10024,East
1477,CA-2016-121958,2016-11-17,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South
1478,CA-2017-121468,2017-11-20,First Class,Consumer,United States,Westminster,California,92683,West
1479,US-2016-108455,2016-12-08,Standard Class,Consumer,United States,San Francisco,California,94122,West
1482,CA-2017-101210,2017-08-28,Second Class,Consumer,United States,Jackson,Tennessee,38301,South
1484,US-2016-108098,2016-10-18,Standard Class,Corporate,United States,Seattle,Washington,98115,West
1485,CA-2014-119032,2014-12-03,Standard Class,Consumer,United States,New York City,New York,10035,East
1486,CA-2015-140410,2015-11-07,Standard Class,Home Office,United States,Los Angeles,California,90008,West
1489,CA-2014-136280,2014-12-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
1490,CA-2017-151911,2017-05-05,Second Class,Corporate,United States,New York City,New York,10024,East
1491,CA-2017-166436,2017-11-28,Standard Class,Corporate,United States,New York City,New York,10035,East
1493,CA-2017-139661,2017-11-03,Standard Class,Corporate,United States,Vancouver,Washington,98661,West
1494,CA-2014-123925,2014-12-19,Second Class,Consumer,United States,Columbus,Georgia,31907,South
1495,CA-2017-152485,2017-09-08,Standard Class,Consumer,United States,Coppell,Texas,75019,Central
1498,CA-2016-141586,2016-10-20,First Class,Home Office,United States,San Francisco,California,94122,West
1499,CA-2017-130386,2017-11-18,Standard Class,Consumer,United States,Austin,Texas,78745,Central
1502,CA-2016-100468,2016-12-01,Standard Class,Home Office,United States,Los Angeles,California,90045,West
1504,CA-2015-153388,2015-08-07,Standard Class,Home Office,United States,Los Angeles,California,90004,West
1506,CA-2017-154935,2017-12-29,Standard Class,Consumer,United States,New York City,New York,10024,East
1507,CA-2016-134208,2016-09-23,Standard Class,Consumer,United States,Columbus,Georgia,31907,South
1508,CA-2017-108294,2017-12-10,Same Day,Home Office,United States,Omaha,Nebraska,68104,Central
1509,CA-2017-103611,2017-09-15,First Class,Consumer,United States,Los Angeles,California,90036,West
1510,CA-2017-100384,2017-07-01,Standard Class,Corporate,United States,Pomona,California,91767,West
1512,CA-2017-112809,2017-08-22,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
1515,US-2017-160759,2017-12-17,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
1516,CA-2017-148446,2017-12-14,Second Class,Consumer,United States,North Las Vegas,Nevada,89031,West
1517,CA-2014-111059,2014-02-06,Second Class,Consumer,United States,Seattle,Washington,98105,West
1519,CA-2017-116204,2017-02-14,Second Class,Corporate,United States,San Francisco,California,94110,West
1520,CA-2017-109946,2017-04-21,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central
1521,CA-2015-144806,2015-12-11,Standard Class,Consumer,United States,Tucson,Arizona,85705,West
1526,CA-2016-122392,2016-07-27,Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East
1528,CA-2015-148432,2015-11-10,Second Class,Corporate,United States,Newark,Delaware,19711,East
1530,CA-2015-103793,2015-03-31,Standard Class,Corporate,United States,Miami,Florida,33142,South
1531,CA-2017-159884,2017-09-05,Standard Class,Consumer,United States,Tempe,Arizona,85281,West
1533,CA-2016-139885,2016-12-08,Standard Class,Corporate,United States,New York City,New York,10035,East
1534,CA-2017-124086,2017-02-14,Standard Class,Home Office,United States,Laguna Niguel,California,92677,West
1535,CA-2016-112389,2016-11-02,Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East
1537,CA-2017-121888,2017-09-17,Second Class,Consumer,United States,Everett,Massachusetts,2149,East
1541,CA-2014-166884,2014-03-16,Second Class,Consumer,United States,Columbus,Ohio,43229,East
1543,CA-2014-107181,2014-02-08,Standard Class,Home Office,United States,San Diego,California,92024,West
1545,CA-2014-150245,2015-01-04,Second Class,Corporate,United States,Watertown,New York,13601,East
1546,CA-2015-111395,2015-11-27,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central
1549,CA-2014-134278,2014-07-08,First Class,Consumer,United States,New York City,New York,10011,East
1550,US-2017-124926,2017-11-18,Second Class,Home Office,United States,Houston,Texas,77095,Central
1551,CA-2016-159345,2016-06-22,Standard Class,Consumer,United States,San Diego,California,92024,West
1552,CA-2014-130274,2014-05-05,First Class,Home Office,United States,Appleton,Wisconsin,54915,Central
1553,CA-2017-158386,2017-10-21,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South
1554,CA-2015-111507,2015-02-13,Standard Class,Corporate,United States,Bellevue,Washington,98006,West
1555,CA-2017-120761,2017-09-08,Standard Class,Consumer,United States,Long Beach,New York,11561,East
1556,CA-2016-109176,2016-05-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
1558,CA-2015-112116,2015-03-18,Second Class,Consumer,United States,Seattle,Washington,98103,West
1559,CA-2016-126809,2016-04-13,Standard Class,Corporate,United States,Seattle,Washington,98103,West
1560,CA-2014-105172,2014-04-09,Standard Class,Home Office,United States,San Francisco,California,94109,West
1561,CA-2017-107293,2017-09-06,First Class,Home Office,United States,Seattle,Washington,98115,West
1562,US-2017-102890,2017-06-30,Same Day,Consumer,United States,New York City,New York,10011,East
1563,CA-2015-158554,2015-11-09,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East
1564,CA-2014-116239,2014-03-04,Same Day,Consumer,United States,Columbia,South Carolina,29203,South
1565,CA-2015-132101,2015-03-25,Standard Class,Home Office,United States,Seattle,Washington,98105,West
1566,CA-2015-129112,2015-11-30,First Class,Consumer,United States,Allen,Texas,75002,Central
1568,US-2017-152002,2017-06-11,Same Day,Consumer,United States,Los Angeles,California,90004,West
1569,CA-2017-165029,2017-11-30,Standard Class,Corporate,United States,Atlanta,Georgia,30318,South
1570,US-2014-157385,2014-11-25,First Class,Consumer,United States,Los Angeles,California,90004,West
1574,CA-2014-101602,2014-12-18,First Class,Consumer,United States,El Paso,Texas,79907,Central
1576,CA-2016-109057,2016-04-27,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central
1577,CA-2016-154403,2016-05-27,Standard Class,Home Office,United States,Florence,Alabama,35630,South
1578,CA-2016-102456,2016-03-01,First Class,Consumer,United States,New York City,New York,10011,East
1579,CA-2015-131338,2015-08-12,First Class,Consumer,United States,New York City,New York,10024,East
1589,CA-2016-109911,2016-05-16,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South
1590,US-2016-132423,2016-04-19,Standard Class,Corporate,United States,Grapevine,Texas,76051,Central
1592,CA-2015-122826,2015-06-25,Second Class,Consumer,United States,Olympia,Washington,98502,West
1593,CA-2014-117317,2014-10-19,Same Day,Consumer,United States,Los Angeles,California,90032,West
1594,CA-2015-118423,2015-03-27,First Class,Home Office,United States,Peoria,Illinois,61604,Central
1595,CA-2017-149181,2017-05-12,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
1596,CA-2017-132234,2017-10-18,First Class,Corporate,United States,New York City,New York,10011,East
1597,CA-2017-158876,2017-11-21,Second Class,Consumer,United States,Carrollton,Texas,75007,Central
1601,CA-2016-164672,2016-05-13,Second Class,Corporate,United States,Dover,Delaware,19901,East
1602,US-2016-132857,2016-12-17,Standard Class,Consumer,United States,Smyrna,Tennessee,37167,South
1603,CA-2017-116645,2017-12-04,Standard Class,Consumer,United States,Newark,Delaware,19711,East
1604,US-2016-115819,2016-04-24,Second Class,Consumer,United States,Los Angeles,California,90049,West
1610,CA-2014-156349,2014-05-30,Standard Class,Corporate,United States,Los Angeles,California,90008,West
1613,CA-2017-138380,2017-12-25,Standard Class,Corporate,United States,Oakland,California,94601,West
1614,US-2016-113509,2016-03-19,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
1615,CA-2015-130022,2015-08-16,Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central
1618,US-2016-118780,2016-09-14,Second Class,Home Office,United States,New York City,New York,10011,East
1620,CA-2017-108560,2017-07-15,Standard Class,Consumer,United States,Kent,Washington,98031,West
1624,CA-2015-157084,2015-12-24,Standard Class,Consumer,United States,Los Angeles,California,90049,West
1626,CA-2015-164539,2015-11-22,Standard Class,Home Office,United States,New York City,New York,10011,East
1627,CA-2015-143119,2015-09-30,Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South
1628,CA-2017-101049,2017-06-25,Second Class,Consumer,United States,Cleveland,Ohio,44105,East
1630,CA-2016-106530,2016-05-08,Same Day,Consumer,United States,Cleveland,Ohio,44105,East
1635,CA-2014-168984,2014-12-02,Standard Class,Consumer,United States,Tigard,Oregon,97224,West
1638,CA-2016-157266,2016-06-01,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East
1642,US-2014-134712,2014-12-04,Standard Class,Corporate,United States,Skokie,Illinois,60076,Central
1643,CA-2015-111829,2015-03-20,First Class,Corporate,United States,Seattle,Washington,98115,West
1646,CA-2015-105221,2015-11-03,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
1648,CA-2015-120341,2015-09-29,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
1650,CA-2014-135699,2014-08-29,Same Day,Corporate,United States,San Francisco,California,94110,West
1652,US-2017-132444,2017-11-21,First Class,Consumer,United States,Seattle,Washington,98105,West
1657,CA-2014-127159,2014-05-15,First Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central
1658,CA-2017-161809,2017-01-26,Standard Class,Consumer,United States,Los Angeles,California,90045,West
1659,CA-2017-127285,2017-11-06,Standard Class,Consumer,United States,Seattle,Washington,98115,West
1661,CA-2017-144526,2017-05-06,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
1663,CA-2016-128531,2016-11-26,Second Class,Consumer,United States,Dallas,Texas,75217,Central
1669,US-2015-157154,2015-01-15,Standard Class,Consumer,United States,New York City,New York,10011,East
1670,CA-2017-159457,2017-10-26,Standard Class,Consumer,United States,Houston,Texas,77095,Central
1671,CA-2016-107615,2016-03-25,First Class,Corporate,United States,North Las Vegas,Nevada,89031,West
1672,CA-2017-111647,2017-07-07,Standard Class,Consumer,United States,Plano,Texas,75023,Central
1673,CA-2015-150560,2015-12-12,First Class,Consumer,United States,Suffolk,Virginia,23434,South
1674,CA-2015-143077,2015-09-21,Standard Class,Corporate,United States,Houston,Texas,77041,Central
1676,CA-2016-122728,2016-05-24,Standard Class,Consumer,United States,San Francisco,California,94110,West
1678,CA-2014-122882,2014-09-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
1682,US-2016-101497,2016-10-01,Second Class,Consumer,United States,Los Angeles,California,90008,West
1683,CA-2016-147585,2016-11-12,Standard Class,Corporate,United States,San Francisco,California,94110,West
1684,CA-2017-149489,2017-04-27,First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
1687,CA-2017-143798,2017-12-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
1689,CA-2014-142839,2014-08-20,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
1690,CA-2017-129833,2017-12-15,Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central
1692,US-2016-154361,2016-03-19,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
1693,US-2016-158708,2016-06-29,Second Class,Home Office,United States,Plano,Texas,75023,Central
1694,CA-2015-156335,2015-09-28,Second Class,Home Office,United States,Bayonne,New Jersey,7002,East
1697,CA-2015-148376,2015-12-31,Standard Class,Consumer,United States,Los Angeles,California,90008,West
1699,CA-2014-135657,2014-06-07,Second Class,Consumer,United States,Seattle,Washington,98115,West
1700,CA-2015-114069,2015-07-15,Second Class,Consumer,United States,New York City,New York,10035,East
1703,CA-2014-139857,2014-02-06,Standard Class,Home Office,United States,San Diego,California,92037,West
1704,CA-2016-106306,2016-03-08,Same Day,Consumer,United States,Glendale,Arizona,85301,West
1705,CA-2015-100545,2015-11-26,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
1706,CA-2017-123491,2017-11-05,Standard Class,Consumer,United States,San Francisco,California,94122,West
1712,CA-2015-145401,2015-02-04,Standard Class,Consumer,United States,Houston,Texas,77070,Central
1713,US-2017-124968,2017-09-13,Second Class,Consumer,United States,Chicago,Illinois,60610,Central
1714,CA-2017-104003,2017-10-13,Standard Class,Consumer,United States,San Francisco,California,94110,West
1715,CA-2016-154788,2016-05-04,Standard Class,Consumer,United States,New York City,New York,10011,East
1716,CA-2016-169943,2016-05-24,Standard Class,Consumer,United States,New York City,New York,10011,East
1721,US-2015-123218,2015-12-25,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
1724,CA-2015-127453,2015-12-20,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
1727,US-2017-164056,2017-05-04,Second Class,Corporate,United States,Dublin,Ohio,43017,East
1728,CA-2016-106894,2016-02-07,Same Day,Consumer,United States,Springfield,Virginia,22153,South
1730,CA-2014-125136,2014-10-03,Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South
1732,US-2016-131149,2016-07-14,Standard Class,Consumer,United States,Dallas,Texas,75081,Central
1734,CA-2017-101483,2017-08-01,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South
1737,CA-2015-130204,2015-09-09,Standard Class,Corporate,United States,San Francisco,California,94122,West
1740,CA-2014-110527,2014-08-16,Standard Class,Home Office,United States,San Diego,California,92037,West
1741,CA-2017-152807,2017-11-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
1745,CA-2014-133270,2014-06-09,First Class,Consumer,United States,Rochester,New York,14609,East
1746,CA-2016-155670,2016-08-17,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South
1748,US-2014-157406,2014-04-29,Standard Class,Home Office,United States,Houston,Texas,77095,Central
1750,CA-2015-139094,2015-11-27,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central
1751,CA-2017-168837,2017-10-17,First Class,Consumer,United States,Oakland,California,94601,West
1752,CA-2017-116715,2017-12-05,First Class,Corporate,United States,San Francisco,California,94122,West
1755,CA-2015-135622,2015-12-11,Second Class,Home Office,United States,Fort Worth,Texas,76106,Central
1757,US-2015-107349,2015-07-15,First Class,Home Office,United States,Houston,Texas,77095,Central
1758,CA-2014-139017,2014-05-17,Standard Class,Consumer,United States,Houston,Texas,77095,Central
1759,CA-2014-141817,2014-01-12,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
1760,CA-2015-130785,2015-09-09,Standard Class,Consumer,United States,San Diego,California,92105,West
1763,CA-2016-110254,2016-08-08,Standard Class,Home Office,United States,Suffolk,Virginia,23434,South
1767,US-2014-158057,2014-03-26,Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South
1769,CA-2017-146024,2017-03-08,Standard Class,Corporate,United States,Dallas,Texas,75081,Central
1771,CA-2016-129686,2016-11-29,Second Class,Corporate,United States,Chicago,Illinois,60623,Central
1773,CA-2014-118976,2014-05-03,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East
1777,CA-2015-105347,2015-11-28,Standard Class,Consumer,United States,Los Angeles,California,90004,West
1779,CA-2016-124667,2016-11-16,Standard Class,Consumer,United States,New York City,New York,10011,East
1781,CA-2015-111094,2015-07-13,Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East
1783,CA-2017-166317,2017-09-26,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
1787,CA-2015-154326,2015-02-19,Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central
1790,CA-2014-102008,2014-10-04,Standard Class,Consumer,United States,New York City,New York,10011,East
1791,CA-2014-120474,2014-12-03,First Class,Consumer,United States,Madison,Wisconsin,53711,Central
1793,CA-2014-104773,2014-12-13,Standard Class,Corporate,United States,Houston,Texas,77041,Central
1794,CA-2016-140774,2016-09-10,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central
1795,US-2017-139465,2017-08-30,First Class,Home Office,United States,New York City,New York,10024,East
1798,CA-2016-100965,2016-07-11,Standard Class,Consumer,United States,San Jose,California,95123,West
1799,CA-2016-121034,2016-08-10,Second Class,Consumer,United States,Dallas,Texas,75081,Central
1801,CA-2016-149461,2016-11-19,Standard Class,Home Office,United States,Auburn,Washington,98002,West
1802,CA-2017-158379,2017-09-26,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
1805,US-2016-116729,2016-12-28,First Class,Corporate,United States,Los Angeles,California,90049,West
1808,CA-2016-164938,2016-02-13,First Class,Corporate,United States,Tulsa,Oklahoma,74133,Central
1809,CA-2016-165484,2016-10-29,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central
1811,CA-2014-132612,2014-06-11,Second Class,Consumer,United States,Harrisonburg,Virginia,22801,South
1812,US-2017-161193,2017-11-26,Standard Class,Consumer,United States,Newark,Ohio,43055,East
1814,CA-2015-131597,2015-09-18,Standard Class,Corporate,United States,Los Angeles,California,90045,West
1815,CA-2015-164833,2015-06-04,Same Day,Consumer,United States,Seattle,Washington,98105,West
1817,CA-2015-125423,2015-12-15,Second Class,Consumer,United States,Los Angeles,California,90036,West
1818,US-2014-130379,2014-05-29,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
1820,CA-2016-168956,2016-02-20,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
1824,CA-2016-167507,2016-12-28,Standard Class,Consumer,United States,Redmond,Oregon,97756,West
1827,CA-2016-109344,2016-02-11,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South
1828,US-2015-140851,2015-07-15,Second Class,Corporate,United States,Macon,Georgia,31204,South
1829,CA-2014-103373,2014-05-24,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East
1830,CA-2017-145884,2017-10-21,Same Day,Home Office,United States,Muskogee,Oklahoma,74403,Central
1832,CA-2015-131422,2015-11-09,Standard Class,Corporate,United States,Monroe,North Carolina,28110,South
1833,CA-2017-162691,2017-08-07,Standard Class,Corporate,United States,Austin,Texas,78745,Central
1835,CA-2014-141278,2014-06-24,First Class,Consumer,United States,Meriden,Connecticut,6450,East
1836,CA-2017-122693,2017-02-21,Second Class,Corporate,United States,Roswell,Georgia,30076,South
1837,CA-2014-117345,2014-08-05,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South
1841,CA-2016-157763,2016-07-23,Standard Class,Corporate,United States,Bowling Green,Kentucky,42104,South
1842,CA-2015-135391,2015-02-11,Second Class,Corporate,United States,San Antonio,Texas,78207,Central
1844,US-2017-113852,2017-08-02,Standard Class,Consumer,United States,Seattle,Washington,98115,West
1845,US-2017-158512,2017-01-17,Second Class,Home Office,United States,Washington,District of Columbia,20016,East
1847,CA-2017-128370,2017-09-10,Same Day,Corporate,United States,Los Angeles,California,90004,West
1849,CA-2015-160472,2015-07-25,Second Class,Consumer,United States,South Bend,Indiana,46614,Central
1855,CA-2014-114643,2014-06-17,Standard Class,Corporate,United States,Los Angeles,California,90032,West
1856,US-2017-158218,2017-05-15,Second Class,Corporate,United States,Houston,Texas,77041,Central
1858,CA-2015-121608,2015-09-05,First Class,Corporate,United States,Bristol,Connecticut,6010,East
1860,US-2017-121251,2017-03-27,First Class,Consumer,United States,New York City,New York,10009,East
1862,CA-2014-151078,2014-11-12,Same Day,Consumer,United States,San Antonio,Texas,78207,Central
1863,US-2016-100839,2016-10-17,Standard Class,Corporate,United States,Aurora,Colorado,80013,West
1865,US-2017-116659,2017-11-12,Same Day,Corporate,United States,Newark,Ohio,43055,East
1866,CA-2017-118857,2017-04-18,First Class,Corporate,United States,Henderson,Nevada,89015,West
1867,CA-2015-127110,2015-07-01,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
1869,CA-2016-148201,2016-08-29,Second Class,Consumer,United States,Seattle,Washington,98103,West
