Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
2773,CA-2016-131576,11/26/2016,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central
2774,CA-2017-143455,11/18/2017,Standard Class,Home Office,United States,Springfield,Ohio,45503,East
2775,CA-2016-144729,10/25/2016,Standard Class,Consumer,United States,San Diego,California,92037,West
2776,CA-2015-127019,12/25/2015,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West
2777,CA-2015-138534,7/19/2015,Second Class,Consumer,United States,Bakersfield,California,93309,West
2778,CA-2017-108322,5/5/2017,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South
2780,CA-2017-167668,5/8/2017,First Class,Consumer,United States,New York City,New York,10035,East
2781,CA-2017-146724,11/27/2017,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central
2782,CA-2016-139878,11/16/2016,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central
2783,US-2016-106677,11/10/2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
2784,CA-2016-116974,10/15/2016,Standard Class,Corporate,United States,Troy,Ohio,45373,East
2785,CA-2015-149972,9/23/2015,First Class,Home Office,United States,Los Angeles,California,90036,West
2787,US-2014-117744,12/6/2014,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central
2790,CA-2014-125514,9/22/2014,First Class,Corporate,United States,Omaha,Nebraska,68104,Central
2793,CA-2014-154599,4/17/2014,Standard Class,Corporate,United States,Redondo Beach,California,90278,West
2797,CA-2017-158743,10/27/2017,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South
2800,CA-2016-153318,10/28/2016,First Class,Corporate,United States,Miami,Florida,33180,South
2801,US-2015-110163,11/4/2015,First Class,Consumer,United States,Salem,Oregon,97301,West
2802,CA-2017-143329,11/8/2017,Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West
2803,CA-2015-159380,5/16/2015,Standard Class,Consumer,United States,San Francisco,California,94122,West
2805,CA-2015-122623,9/11/2015,Standard Class,Consumer,United States,El Paso,Texas,79907,Central
2806,CA-2015-148635,7/27/2015,Second Class,Consumer,United States,Seattle,Washington,98115,West
2810,CA-2015-135685,11/18/2015,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central
2815,CA-2015-104626,9/8/2015,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East
2819,CA-2016-160500,5/8/2016,First Class,Consumer,United States,Encinitas,California,92024,West
2821,CA-2017-100202,1/5/2017,Standard Class,Consumer,United States,Anaheim,California,92804,West
2822,CA-2017-131016,9/20/2017,First Class,Consumer,United States,Arlington,Texas,76017,Central
2824,US-2014-112914,9/30/2014,Standard Class,Home Office,United States,Houston,Texas,77041,Central
2828,CA-2016-124149,4/26/2016,First Class,Consumer,United States,Lancaster,Ohio,43130,East
2831,CA-2014-148915,11/5/2014,Standard Class,Consumer,United States,Portland,Oregon,97206,West
2833,CA-2017-134649,1/31/2017,Second Class,Corporate,United States,Hoover,Alabama,35244,South
2835,CA-2017-110842,11/16/2017,Standard Class,Consumer,United States,Los Angeles,California,90036,West
2838,CA-2016-147368,6/12/2016,First Class,Consumer,United States,Tallahassee,Florida,32303,South
2839,US-2015-104185,9/8/2015,Second Class,Corporate,United States,New York City,New York,10009,East
2840,US-2014-125521,3/19/2014,Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South
2841,US-2017-135062,9/4/2017,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South
2842,CA-2017-135650,3/27/2017,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central
2843,CA-2017-112865,5/22/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
2844,US-2016-162852,12/31/2016,Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central
2845,CA-2017-138163,11/20/2017,First Class,Consumer,United States,Everett,Massachusetts,2149,East
2846,CA-2017-152093,9/15/2017,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central
2847,CA-2017-157854,4/15/2017,Standard Class,Corporate,United States,Roswell,Georgia,30076,South
2849,CA-2016-123617,12/3/2016,Standard Class,Corporate,United States,Palm Coast,Florida,32137,South
2850,US-2016-128293,6/5/2016,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
2851,CA-2017-107342,12/22/2017,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central
2852,CA-2016-136371,3/21/2016,Second Class,Consumer,United States,Oceanside,New York,11572,East
2854,CA-2017-137344,8/20/2017,Same Day,Corporate,United States,Franklin,Massachusetts,2038,East
2855,CA-2017-169810,7/31/2017,Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central
2856,CA-2016-128594,8/29/2016,First Class,Corporate,United States,San Diego,California,92037,West
2857,CA-2016-154690,8/17/2016,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South
2858,CA-2017-138975,5/23/2017,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South
2862,CA-2017-106537,8/17/2017,Standard Class,Consumer,United States,Orlando,Florida,32839,South
2863,US-2017-103828,8/13/2017,Same Day,Consumer,United States,San Francisco,California,94122,West
2867,CA-2016-115588,11/12/2016,Second Class,Consumer,United States,Toledo,Ohio,43615,East
2869,CA-2017-143861,6/19/2017,Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South
2870,CA-2014-148040,3/26/2014,Standard Class,Corporate,United States,Tucson,Arizona,85705,West
2872,CA-2017-135167,6/20/2017,Standard Class,Consumer,United States,Los Angeles,California,90036,West
2873,CA-2017-137022,11/22/2017,Standard Class,Consumer,United States,San Diego,California,92105,West
2874,US-2017-102638,12/31/2017,First Class,Consumer,United States,New York City,New York,10035,East
2875,US-2016-167339,1/23/2016,Second Class,Consumer,United States,San Diego,California,92037,West
2877,CA-2016-152072,1/19/2016,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East
2880,CA-2016-102932,9/23/2016,Second Class,Home Office,United States,Orange,New Jersey,7050,East
2882,CA-2014-165540,2/25/2014,Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central
2883,CA-2016-130799,11/16/2016,Second Class,Consumer,United States,San Francisco,California,94110,West
2884,CA-2016-164483,2/3/2016,Standard Class,Consumer,United States,San Francisco,California,94122,West
2885,US-2016-159856,10/22/2016,Standard Class,Consumer,United States,Tempe,Arizona,85281,West
2886,CA-2017-102099,12/19/2017,First Class,Consumer,United States,Los Angeles,California,90008,West
2889,CA-2017-164049,11/6/2017,Standard Class,Corporate,United States,Seattle,Washington,98105,West
2890,CA-2014-142727,5/1/2014,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South
2892,CA-2017-139913,10/29/2017,Standard Class,Corporate,United States,Rochester,New York,14609,East
2896,CA-2014-169033,4/3/2014,Standard Class,Consumer,United States,Long Beach,New York,11561,East
2897,US-2016-164630,1/9/2016,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South
2898,US-2015-114839,4/30/2015,Standard Class,Consumer,United States,Houston,Texas,77036,Central
2899,CA-2015-166464,9/17/2015,Standard Class,Consumer,United States,New York City,New York,10035,East
2901,CA-2017-124898,9/15/2017,Standard Class,Home Office,United States,Columbus,Georgia,31907,South
2902,CA-2016-164035,6/17/2016,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
2903,CA-2016-153577,7/1/2016,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central
2905,CA-2014-127586,9/30/2014,Standard Class,Home Office,United States,Seattle,Washington,98115,West
2906,CA-2017-121615,11/9/2017,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central
2909,CA-2017-166415,2/23/2017,Standard Class,Consumer,United States,Seattle,Washington,98103,West
2910,CA-2015-118444,11/9/2015,Standard Class,Consumer,United States,Coral Springs,Florida,33065,South
2911,CA-2014-113929,6/21/2014,Standard Class,Consumer,United States,Hempstead,New York,11550,East
2914,CA-2015-134747,10/17/2015,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central
2917,CA-2017-155047,8/30/2017,First Class,Consumer,United States,Dallas,Texas,75220,Central
2918,CA-2016-160129,11/23/2016,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East
2921,CA-2017-164329,1/30/2017,Same Day,Consumer,United States,San Francisco,California,94109,West
2922,US-2015-141453,12/3/2015,Second Class,Home Office,United States,Austin,Texas,78745,Central
2923,CA-2014-156993,7/4/2014,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central
2924,CA-2014-157721,9/5/2014,First Class,Consumer,United States,Watertown,New York,13601,East
2926,CA-2017-128629,7/14/2017,Second Class,Consumer,United States,Columbus,Georgia,31907,South
2927,CA-2017-158106,6/10/2017,Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central
2928,US-2017-120390,10/26/2017,Standard Class,Home Office,United States,Burlington,North Carolina,27217,South
2929,CA-2017-143434,11/24/2017,Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central
2930,CA-2015-168564,8/8/2015,Same Day,Consumer,United States,San Francisco,California,94109,West
2933,US-2016-169040,12/12/2016,Standard Class,Consumer,United States,Seattle,Washington,98105,West
2940,CA-2017-155880,3/31/2017,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
2943,CA-2017-126242,11/24/2017,Standard Class,Consumer,United States,Los Angeles,California,90049,West
2945,CA-2016-166443,11/5/2016,First Class,Consumer,United States,San Francisco,California,94122,West
2946,CA-2017-169859,12/18/2017,Standard Class,Home Office,United States,San Diego,California,92024,West
2949,CA-2017-134915,11/12/2017,Same Day,Home Office,United States,Glendale,Arizona,85301,West
2955,CA-2016-153353,8/24/2016,Standard Class,Corporate,United States,New York City,New York,10035,East
2956,CA-2017-123638,7/4/2017,Standard Class,Home Office,United States,Watertown,New York,13601,East
2957,CA-2017-168900,5/9/2017,Standard Class,Consumer,United States,Springfield,Ohio,45503,East
2958,CA-2015-158456,12/29/2015,Standard Class,Consumer,United States,Los Angeles,California,90032,West
2960,CA-2017-143665,5/1/2017,Standard Class,Home Office,United States,Seattle,Washington,98115,West
2962,CA-2017-137428,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West
2966,CA-2014-162866,12/31/2014,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central
2968,CA-2017-167941,11/9/2017,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South
2973,CA-2017-111808,12/20/2017,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central
2974,CA-2015-137512,5/12/2015,Standard Class,Consumer,United States,Allen,Texas,75002,Central
2976,CA-2017-139773,12/4/2017,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East
2977,CA-2017-134607,10/8/2017,Second Class,Consumer,United States,Rochester,New York,14609,East
2978,CA-2014-109232,1/16/2014,Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South
2979,CA-2015-139850,6/17/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
2981,CA-2014-131310,7/18/2014,Standard Class,Consumer,United States,Seattle,Washington,98115,West
2983,US-2014-112872,12/11/2014,Second Class,Consumer,United States,Springfield,Oregon,97477,West
2985,CA-2016-139269,5/30/2016,Standard Class,Home Office,United States,Columbus,Georgia,31907,South
2988,CA-2016-139010,2/26/2016,Second Class,Corporate,United States,Los Angeles,California,90032,West
2992,CA-2016-134376,10/6/2016,Standard Class,Corporate,United States,New York City,New York,10024,East
2993,CA-2017-147291,3/17/2017,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central
2994,CA-2016-112893,9/13/2016,Second Class,Consumer,United States,Stockton,California,95207,West
2995,US-2014-150532,7/21/2014,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West
2996,CA-2014-138317,6/25/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
3002,CA-2015-130610,7/10/2015,Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central
3003,CA-2017-104381,12/23/2017,Standard Class,Home Office,United States,Rochester,New York,14609,East
3004,CA-2016-131499,9/10/2016,First Class,Home Office,United States,New York City,New York,10011,East
3005,CA-2014-148761,5/21/2014,Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central
3006,CA-2017-116519,10/15/2017,First Class,Consumer,United States,New York City,New York,10009,East
3007,CA-2014-130729,10/29/2014,Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West
3008,CA-2016-124772,12/6/2016,First Class,Consumer,United States,Murray,Kentucky,42071,South
3009,CA-2016-115525,7/29/2016,Standard Class,Corporate,United States,Toledo,Ohio,43615,East
3010,CA-2017-134845,4/23/2017,Standard Class,Home Office,United States,Louisville,Colorado,80027,West
3015,US-2015-138919,9/21/2015,Standard Class,Home Office,United States,New York City,New York,10035,East
3016,US-2016-160528,8/30/2016,Standard Class,Home Office,United States,Pharr,Texas,78577,Central
3019,CA-2015-123568,11/14/2015,Standard Class,Consumer,United States,West Jordan,Utah,84084,West
3023,CA-2017-124674,11/23/2017,Standard Class,Consumer,United States,Brownsville,Texas,78521,Central
3024,CA-2015-164441,11/13/2015,Standard Class,Consumer,United States,New York City,New York,10011,East
3026,CA-2017-169054,4/26/2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
3027,CA-2014-106719,8/24/2014,Same Day,Corporate,United States,Billings,Montana,59102,West
3028,CA-2017-116855,12/21/2017,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South
3029,US-2016-164189,3/28/2016,Standard Class,Corporate,United States,Gresham,Oregon,97030,West
3030,CA-2015-168480,9/27/2015,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central
3032,US-2016-114293,11/26/2016,Standard Class,Consumer,United States,Gresham,Oregon,97030,West
3033,CA-2017-134173,9/21/2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
3034,US-2015-123960,6/16/2015,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South
3039,CA-2017-101749,10/8/2017,Standard Class,Corporate,United States,Pasadena,California,91104,West
3040,US-2016-147991,5/9/2016,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South
3041,CA-2017-149559,9/12/2017,Same Day,Home Office,United States,Long Beach,California,90805,West
3044,CA-2015-135174,5/2/2015,Second Class,Consumer,United States,Troy,Ohio,45373,East
3045,CA-2017-125290,11/10/2017,Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central
3047,CA-2014-137351,10/4/2014,Standard Class,Consumer,United States,Seattle,Washington,98105,West
3048,CA-2017-121419,4/4/2017,First Class,Home Office,United States,Columbus,Georgia,31907,South
3050,US-2017-148054,10/11/2017,Standard Class,Home Office,United States,Meridian,Idaho,83642,West
3053,CA-2016-128517,4/14/2016,Second Class,Home Office,United States,Detroit,Michigan,48227,Central
3055,US-2015-100377,9/1/2015,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
3056,CA-2017-131492,10/24/2017,Second Class,Corporate,United States,San Francisco,California,94110,West
3060,CA-2016-144554,11/12/2016,Standard Class,Corporate,United States,Newark,Ohio,43055,East
3061,CA-2017-127621,3/7/2017,Standard Class,Consumer,United States,Dallas,Texas,75081,Central
3062,CA-2015-145184,11/29/2015,First Class,Corporate,United States,Newark,Delaware,19711,East
3064,CA-2017-106859,3/18/2017,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West
3069,US-2017-120089,11/30/2017,Same Day,Home Office,United States,Toledo,Ohio,43615,East
3070,CA-2014-119375,11/22/2014,Standard Class,Corporate,United States,Newark,Delaware,19711,East
3073,CA-2016-125206,1/5/2016,First Class,Consumer,United States,Los Angeles,California,90045,West
3074,CA-2015-126137,10/8/2015,Standard Class,Consumer,United States,Los Angeles,California,90032,West
3075,CA-2014-143903,7/24/2014,Standard Class,Home Office,United States,Dallas,Texas,75217,Central
3078,CA-2014-104780,5/25/2014,Standard Class,Home Office,United States,San Diego,California,92037,West
3079,CA-2017-101182,9/5/2017,First Class,Home Office,United States,Apple Valley,California,92307,West
3081,US-2017-132297,6/2/2017,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South
3083,CA-2014-100328,2/3/2014,Standard Class,Consumer,United States,New York City,New York,10024,East
3084,CA-2017-118773,2/14/2017,Standard Class,Consumer,United States,Houston,Texas,77070,Central
3088,US-2017-159205,4/2/2017,Second Class,Home Office,United States,Henderson,Kentucky,42420,South
3090,CA-2016-112123,3/8/2016,Standard Class,Consumer,United States,Newark,Delaware,19711,East
3093,CA-2015-114468,8/23/2015,Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central
3097,CA-2017-135692,5/1/2017,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central
3099,CA-2017-131233,4/19/2017,Standard Class,Consumer,United States,New York City,New York,10024,East
3101,CA-2017-119578,12/27/2017,Second Class,Corporate,United States,Providence,Rhode Island,2908,East
3103,CA-2016-124562,12/12/2016,Standard Class,Home Office,United States,Columbus,Ohio,43229,East
3104,US-2017-140074,3/29/2017,Standard Class,Consumer,United States,New York City,New York,10024,East
3105,CA-2016-103037,7/29/2016,Standard Class,Corporate,United States,Houston,Texas,77070,Central
3106,CA-2017-127460,7/14/2017,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central
3107,CA-2016-121671,7/22/2016,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central
3112,CA-2016-150350,8/30/2016,Standard Class,Consumer,United States,Seattle,Washington,98105,West
3118,CA-2015-121720,6/12/2015,First Class,Corporate,United States,Lakeland,Florida,33801,South
3126,CA-2017-149895,9/12/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
3127,CA-2017-147564,10/6/2017,Standard Class,Consumer,United States,New York City,New York,10011,East
3128,CA-2014-136399,12/17/2014,First Class,Home Office,United States,Los Angeles,California,90049,West
3132,CA-2014-107916,8/26/2014,First Class,Corporate,United States,Oceanside,New York,11572,East
3134,CA-2017-164168,11/18/2017,Standard Class,Home Office,United States,Dallas,Texas,75081,Central
3140,CA-2015-112557,4/28/2015,First Class,Consumer,United States,New York City,New York,10035,East
3141,US-2014-122959,12/12/2014,Same Day,Corporate,United States,San Antonio,Texas,78207,Central
3142,CA-2017-162572,9/27/2017,Second Class,Consumer,United States,Cincinnati,Ohio,45231,East
3144,US-2016-148110,9/11/2016,Standard Class,Corporate,United States,Austin,Texas,78745,Central
3145,CA-2017-131828,2/13/2017,Second Class,Corporate,United States,Seattle,Washington,98105,West
3147,CA-2014-109218,7/3/2014,Second Class,Corporate,United States,Los Angeles,California,90004,West
3148,CA-2016-120558,6/10/2016,First Class,Home Office,United States,New York City,New York,10035,East
3149,US-2014-109036,12/25/2014,Standard Class,Consumer,United States,Seattle,Washington,98103,West
3150,CA-2015-147830,12/18/2015,First Class,Consumer,United States,Newark,Ohio,43055,East
3154,CA-2017-150497,7/24/2017,Standard Class,Corporate,United States,Maple Grove,Minnesota,55369,Central
3155,CA-2014-128986,8/5/2014,Second Class,Home Office,United States,Glendale,Arizona,85301,West
3156,CA-2015-139584,8/28/2015,Standard Class,Corporate,United States,New York City,New York,10009,East
3158,US-2016-162677,3/27/2016,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South
3160,US-2014-150924,9/16/2014,Second Class,Consumer,United States,Houston,Texas,77070,Central
3161,CA-2014-153969,9/25/2014,Standard Class,Consumer,United States,San Francisco,California,94109,West
3167,CA-2016-146682,10/31/2016,First Class,Consumer,United States,Lansing,Michigan,48911,Central
3168,CA-2016-138695,6/3/2016,Standard Class,Corporate,United States,Tallahassee,Florida,32303,South
3170,CA-2017-107461,12/26/2017,Second Class,Consumer,United States,Columbia,South Carolina,29203,South
3171,US-2016-133879,3/28/2016,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
3174,CA-2017-157483,11/18/2017,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central
3175,US-2017-132059,9/29/2017,Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West
3177,CA-2017-122280,9/10/2017,Same Day,Consumer,United States,New York City,New York,10024,East
3178,CA-2017-105235,12/11/2017,Standard Class,Corporate,United States,New York City,New York,10011,East
3181,CA-2017-152912,11/12/2017,Second Class,Corporate,United States,Columbia,Maryland,21044,East
3185,CA-2014-123498,11/9/2014,First Class,Corporate,United States,Houston,Texas,77041,Central
3187,CA-2017-159352,3/17/2017,Standard Class,Corporate,United States,Lowell,Massachusetts,1852,East
3188,US-2017-146416,10/22/2017,Second Class,Corporate,United States,Woodland,California,95695,West
3190,US-2015-163783,1/1/2016,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central
3191,CA-2017-123981,10/8/2017,Standard Class,Corporate,United States,New York City,New York,10035,East
3192,CA-2017-158953,6/8/2017,Standard Class,Corporate,United States,Missouri City,Texas,77489,Central
3193,CA-2014-165428,9/4/2014,First Class,Consumer,United States,Houston,Texas,77036,Central
3195,CA-2016-169026,8/13/2016,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South
3196,CA-2017-109750,7/28/2017,Standard Class,Corporate,United States,New York City,New York,10009,East
3197,CA-2015-149384,7/10/2015,Same Day,Consumer,United States,Tempe,Arizona,85281,West
3198,CA-2014-131527,12/7/2014,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
3199,CA-2017-164000,12/22/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
3200,CA-2014-164224,5/20/2014,Second Class,Consumer,United States,Akron,Ohio,44312,East
3202,CA-2014-158372,11/16/2014,Standard Class,Consumer,United States,San Diego,California,92037,West
3208,CA-2016-108882,1/15/2016,Standard Class,Corporate,United States,Fresno,California,93727,West
3210,US-2017-108245,9/27/2017,Standard Class,Corporate,United States,Pearland,Texas,77581,Central
3212,CA-2014-142314,12/28/2014,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central
3213,CA-2016-132409,6/1/2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
3215,CA-2017-150189,7/10/2017,First Class,Consumer,United States,San Mateo,California,94403,West
3216,CA-2014-114433,5/17/2014,Standard Class,Consumer,United States,Oakland,California,94601,West
3217,CA-2017-104640,11/16/2017,Standard Class,Corporate,United States,New York City,New York,10024,East
3219,US-2015-137008,10/8/2015,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East
3222,CA-2014-108189,10/5/2014,First Class,Corporate,United States,Tempe,Arizona,85281,West
3229,CA-2014-154641,8/16/2014,Standard Class,Consumer,United States,New York City,New York,10035,East
3230,CA-2017-131625,9/5/2017,Second Class,Consumer,United States,New York City,New York,10009,East
3231,US-2017-156356,4/22/2017,Standard Class,Consumer,United States,Houston,Texas,77095,Central
3234,CA-2016-138933,4/27/2016,First Class,Consumer,United States,Riverside,California,92503,West
3235,CA-2016-140746,1/15/2016,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East
3236,CA-2016-146836,5/2/2016,Same Day,Consumer,United States,New York City,New York,10024,East
3238,US-2016-127971,11/27/2016,Standard Class,Corporate,United States,Houston,Texas,77095,Central
3241,US-2016-140809,2/3/2016,First Class,Corporate,United States,Arlington,Virginia,22204,South
3242,CA-2017-114524,4/5/2017,Second Class,Consumer,United States,Chicago,Illinois,60623,Central
3243,CA-2017-113355,12/5/2017,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central
3245,US-2017-140907,12/12/2017,Second Class,Corporate,United States,Seattle,Washington,98103,West
3248,CA-2016-159730,9/21/2016,Standard Class,Home Office,United States,Seattle,Washington,98103,West
3250,CA-2016-157868,12/29/2016,Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central
3251,CA-2017-119389,4/19/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
3252,CA-2017-110373,10/30/2017,Second Class,Home Office,United States,Chicago,Illinois,60610,Central
3254,CA-2016-155474,7/14/2016,Standard Class,Consumer,United States,Seattle,Washington,98105,West
3256,CA-2015-155453,8/14/2015,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South
3257,US-2016-161844,12/14/2016,Second Class,Corporate,United States,Franklin,Tennessee,37064,South
3259,US-2016-162103,11/17/2016,Standard Class,Home Office,United States,Highland Park,Illinois,60035,Central
3260,CA-2014-151554,11/15/2014,First Class,Corporate,United States,Pasadena,Texas,77506,Central
3261,CA-2014-140662,11/19/2014,First Class,Corporate,United States,San Francisco,California,94109,West
3264,CA-2016-122518,3/8/2016,Second Class,Corporate,United States,Miami,Florida,33180,South
3265,US-2014-126571,10/15/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
3267,CA-2014-143840,5/29/2014,Standard Class,Consumer,United States,Decatur,Alabama,35601,South
3269,CA-2014-115980,7/19/2014,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central
3271,CA-2015-155145,12/29/2015,Second Class,Corporate,United States,Visalia,California,93277,West
3272,CA-2015-146038,2/16/2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West
3273,CA-2017-133865,5/12/2017,Standard Class,Home Office,United States,Los Angeles,California,90032,West
3274,CA-2017-116358,11/6/2017,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central
3276,CA-2014-102988,4/9/2014,Second Class,Corporate,United States,Alexandria,Virginia,22304,South
3281,US-2014-117170,9/24/2014,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South
3283,CA-2014-159478,10/6/2014,Standard Class,Corporate,United States,New York City,New York,10035,East
3284,CA-2014-103702,9/17/2014,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East
3285,CA-2017-150525,2/25/2017,Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central
3287,CA-2015-157770,12/15/2015,First Class,Consumer,United States,Temecula,California,92592,West
3291,CA-2016-167290,11/4/2016,Standard Class,Consumer,United States,Sterling Heights,Michigan,48310,Central
3292,CA-2014-106264,12/30/2014,Standard Class,Consumer,United States,San Diego,California,92024,West
3294,CA-2014-138023,8/18/2014,First Class,Consumer,United States,Dallas,Texas,75081,Central
3295,CA-2017-113418,10/3/2017,First Class,Home Office,United States,New York City,New York,10035,East
3296,US-2015-110569,5/30/2015,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West
3298,CA-2017-136308,11/16/2017,Same Day,Corporate,United States,San Francisco,California,94122,West
3299,US-2014-159926,11/22/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
3304,CA-2014-104738,1/1/2015,Second Class,Corporate,United States,Laredo,Texas,78041,Central
3309,CA-2015-144386,11/11/2015,Standard Class,Corporate,United States,New York City,New York,10009,East
3310,CA-2016-111416,9/22/2016,Standard Class,Consumer,United States,New York City,New York,10035,East
3311,CA-2016-162747,3/25/2016,Second Class,Corporate,United States,Gulfport,Mississippi,39503,South
3312,US-2014-133130,10/1/2014,Standard Class,Consumer,United States,San Diego,California,92037,West
3314,CA-2017-169978,12/28/2017,Standard Class,Consumer,United States,Oceanside,New York,11572,East
3316,CA-2017-161739,11/15/2017,Second Class,Corporate,United States,Round Rock,Texas,78664,Central
3317,CA-2015-165057,9/15/2015,Standard Class,Consumer,United States,Redlands,California,92374,West
3319,CA-2014-134551,12/25/2014,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South
3322,CA-2015-120810,7/27/2015,Standard Class,Home Office,United States,New York City,New York,10009,East
3324,CA-2014-165309,11/15/2014,Standard Class,Consumer,United States,Houston,Texas,77095,Central
3331,CA-2017-122595,12/20/2017,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central
3334,US-2017-109253,8/22/2017,First Class,Consumer,United States,Oakland,California,94601,West
3341,CA-2016-145982,9/1/2016,Second Class,Consumer,United States,Quincy,Massachusetts,2169,East
3347,CA-2015-112014,8/20/2015,Standard Class,Corporate,United States,Yucaipa,California,92399,West
3348,CA-2017-154732,11/7/2017,First Class,Corporate,United States,Chicago,Illinois,60623,Central
3349,US-2016-157308,8/21/2016,Standard Class,Consumer,United States,Seattle,Washington,98105,West
