ORDER_PRODUCT_ID,ORDER_ID,CUSTOMER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT,ORDER_DATE,SHIP_DATE,SHIP_MODE,REGION
2551,CA-2017-101042,AB-10105,FUR-FU-10004665,821.8800,6,0.00,213.6888,2017-11-19,2017-11-23,Standard Class,South
2552,CA-2017-101042,AB-10105,OFF-BI-10000088,21.9600,2,0.00,10.7604,2017-11-19,2017-11-23,Standard Class,South
2553,CA-2016-155439,PN-18775,OFF-PA-10000029,25.9200,4,0.00,12.4416,2016-09-14,2016-09-18,Standard Class,South
2554,CA-2016-118626,JC-15775,TEC-PH-10000369,705.5440,7,0.20,70.5544,2016-08-15,2016-08-20,Standard Class,South
2555,CA-2015-111458,PF-19165,TEC-AC-10001590,50.0000,2,0.00,12.0000,2015-09-26,2015-09-30,Standard Class,East
2556,US-2016-126844,BW-11110,FUR-FU-10004909,51.7120,8,0.60,-32.3200,2016-10-08,2016-10-14,Standard Class,Central
2557,US-2015-112508,BP-11185,OFF-AP-10002287,6.9920,2,0.20,0.5244,2015-03-24,2015-03-30,Standard Class,South
2558,CA-2015-147788,TM-21010,FUR-BO-10004357,1406.8600,7,0.00,140.6860,2015-05-31,2015-06-04,Standard Class,West
2559,CA-2015-147788,TM-21010,OFF-LA-10003766,15.7500,5,0.00,7.5600,2015-05-31,2015-06-04,Standard Class,West
2560,CA-2015-147788,TM-21010,OFF-ST-10000046,323.1000,2,0.00,61.3890,2015-05-31,2015-06-04,Standard Class,West
2561,CA-2015-144288,MB-17305,OFF-LA-10003190,9.2160,4,0.20,3.3408,2015-12-25,2015-12-31,Standard Class,South
2562,CA-2015-144288,MB-17305,OFF-PA-10002787,10.3680,2,0.20,3.6288,2015-12-25,2015-12-31,Standard Class,South
2563,CA-2015-110632,HR-14830,TEC-AC-10000387,15.0200,1,0.00,2.7036,2015-03-17,2015-03-22,Second Class,East
2564,CA-2015-110632,HR-14830,OFF-ST-10001291,33.8200,2,0.00,9.1314,2015-03-17,2015-03-22,Second Class,East
2565,CA-2017-109589,BD-11635,TEC-AC-10003116,71.0000,4,0.00,27.6900,2017-12-21,2017-12-24,First Class,South
2566,CA-2017-123967,SF-20200,OFF-BI-10001308,25.1200,5,0.20,7.8500,2017-11-01,2017-11-03,Second Class,West
2567,CA-2017-123967,SF-20200,FUR-TA-10003954,2665.6200,9,0.00,239.9058,2017-11-01,2017-11-03,Second Class,West
2568,CA-2017-148929,SP-20620,OFF-ST-10003282,478.0800,8,0.00,133.8624,2017-09-07,2017-09-11,Standard Class,East
2569,CA-2017-134404,DR-12880,TEC-PH-10000576,164.3880,2,0.40,-35.6174,2017-12-27,2017-12-27,Same Day,East
2570,CA-2017-134404,DR-12880,OFF-AR-10004441,13.2480,4,0.20,3.6432,2017-12-27,2017-12-27,Same Day,East
2571,CA-2017-109778,VM-21685,OFF-AR-10003759,2.9120,2,0.20,0.9100,2017-07-16,2017-07-21,Standard Class,Central
2572,CA-2016-155845,CM-12235,TEC-AC-10004145,1399.9440,7,0.20,52.4979,2016-08-12,2016-08-15,Second Class,Central
2573,CA-2017-145128,SM-20320,FUR-FU-10000293,526.4500,5,0.00,31.5870,2017-07-09,2017-07-14,Standard Class,Central
2574,CA-2014-129091,RA-19885,OFF-EN-10004955,16.2300,3,0.00,7.9527,2014-11-22,2014-11-27,Standard Class,South
2575,CA-2014-129091,RA-19885,OFF-BI-10001071,319.9000,5,0.00,156.7510,2014-11-22,2014-11-27,Standard Class,South
2576,CA-2014-129091,RA-19885,OFF-EN-10001990,11.3600,2,0.00,5.3392,2014-11-22,2014-11-27,Standard Class,South
2577,CA-2014-129091,RA-19885,OFF-AP-10002734,675.1200,3,0.00,290.3016,2014-11-22,2014-11-27,Standard Class,South
2578,US-2014-155502,SD-20485,FUR-FU-10004587,62.8200,3,0.00,30.7818,2014-01-26,2014-01-31,Standard Class,South
2579,US-2014-155502,SD-20485,OFF-ST-10004337,489.9200,8,0.00,0.0000,2014-01-26,2014-01-31,Standard Class,South
2580,US-2014-155502,SD-20485,OFF-PA-10003072,19.4400,3,0.00,9.3312,2014-01-26,2014-01-31,Standard Class,South
2581,US-2014-155502,SD-20485,OFF-PA-10000380,16.6800,2,0.00,8.3400,2014-01-26,2014-01-31,Standard Class,South
2582,US-2014-155502,SD-20485,TEC-PH-10004833,155.3500,13,0.00,0.0000,2014-01-26,2014-01-31,Standard Class,South
2583,US-2014-155502,SD-20485,FUR-FU-10001847,12.4200,3,0.00,4.4712,2014-01-26,2014-01-31,Standard Class,South
2584,US-2014-155502,SD-20485,TEC-PH-10002103,187.9800,2,0.00,52.6344,2014-01-26,2014-01-31,Standard Class,South
2585,CA-2015-121041,CS-12250,OFF-EN-10001137,6.6080,2,0.20,2.1476,2015-11-03,2015-11-10,Standard Class,Central
2586,CA-2017-131695,RA-19285,OFF-ST-10001476,248.5700,7,0.00,67.1139,2017-06-30,2017-07-06,Standard Class,East
2587,CA-2017-131695,RA-19285,FUR-FU-10002045,22.2300,1,0.00,9.7812,2017-06-30,2017-07-06,Standard Class,East
2588,CA-2016-137729,BF-11005,OFF-ST-10001505,5.9800,1,0.00,1.0166,2016-05-05,2016-05-09,Standard Class,West
2589,CA-2016-137729,BF-11005,TEC-PH-10001433,246.1680,3,0.20,21.5397,2016-05-05,2016-05-09,Standard Class,West
2590,US-2016-115455,SE-20110,FUR-FU-10004671,14.1360,2,0.60,-7.7748,2016-09-08,2016-09-14,Standard Class,Central
2591,US-2016-115455,SE-20110,FUR-TA-10003569,601.4700,3,0.50,-300.7350,2016-09-08,2016-09-14,Standard Class,Central
2592,CA-2017-128300,RS-19765,TEC-PH-10002807,79.1000,2,0.00,39.5500,2017-11-24,2017-11-26,Second Class,South
2593,CA-2017-128300,RS-19765,OFF-BI-10001597,327.8400,8,0.00,157.3632,2017-11-24,2017-11-26,Second Class,South
2594,CA-2017-149048,BM-11650,OFF-EN-10003296,180.9600,2,0.00,81.4320,2017-05-13,2017-05-17,Standard Class,Central
2595,CA-2017-149048,BM-11650,OFF-BI-10004632,914.9700,3,0.00,411.7365,2017-05-13,2017-05-17,Standard Class,Central
2596,CA-2017-149048,BM-11650,TEC-PH-10002310,587.9700,3,0.00,158.7519,2017-05-13,2017-05-17,Standard Class,Central
2597,CA-2017-149048,BM-11650,OFF-ST-10000078,530.3400,2,0.00,95.4612,2017-05-13,2017-05-17,Standard Class,Central
2598,CA-2017-149048,BM-11650,OFF-PA-10001752,14.9400,3,0.00,7.3206,2017-05-13,2017-05-17,Standard Class,Central
2599,CA-2017-108553,SK-19990,OFF-AP-10000026,121.9400,2,0.00,35.3626,2017-04-23,2017-04-29,Standard Class,East
2600,CA-2017-108553,SK-19990,OFF-SU-10002573,122.7100,7,0.00,36.8130,2017-04-23,2017-04-29,Standard Class,East
2601,CA-2016-165848,EN-13780,OFF-PA-10000349,14.9400,3,0.00,7.0218,2016-06-04,2016-06-04,Same Day,East
2602,CA-2016-165848,EN-13780,TEC-MA-10003356,1349.8500,3,0.00,364.4595,2016-06-04,2016-06-04,Same Day,East
2603,CA-2016-165848,EN-13780,FUR-BO-10000362,136.7840,1,0.20,5.1294,2016-06-04,2016-06-04,Same Day,East
2604,CA-2016-165848,EN-13780,FUR-FU-10003878,61.1200,4,0.00,20.7808,2016-06-04,2016-06-04,Same Day,East
2605,CA-2014-112718,KN-16450,OFF-BI-10000591,1.1670,1,0.70,-0.8558,2014-12-16,2014-12-21,Standard Class,South
2606,CA-2016-154053,MG-17890,OFF-AR-10003727,16.9900,1,0.00,4.9271,2016-03-04,2016-03-10,Standard Class,West
2607,CA-2014-127446,MC-17590,TEC-AC-10001635,24.6720,3,0.20,0.0000,2014-11-25,2014-11-30,Standard Class,Central
2608,CA-2014-127446,MC-17590,OFF-LA-10001317,2.5200,1,0.20,0.8820,2014-11-25,2014-11-30,Standard Class,Central
2609,CA-2014-127446,MC-17590,FUR-TA-10000577,1218.7350,5,0.30,-121.8735,2014-11-25,2014-11-30,Standard Class,Central
2610,CA-2014-127446,MC-17590,OFF-LA-10000248,5.9040,2,0.20,1.9926,2014-11-25,2014-11-30,Standard Class,Central
2611,CA-2014-127446,MC-17590,OFF-PA-10000955,15.6960,3,0.20,5.1012,2014-11-25,2014-11-30,Standard Class,Central
2612,CA-2014-127446,MC-17590,FUR-FU-10000221,6.0960,3,0.60,-3.9624,2014-11-25,2014-11-30,Standard Class,Central
2613,CA-2016-137204,BO-11350,FUR-CH-10002304,41.5680,2,0.20,2.5980,2016-04-28,2016-05-05,Standard Class,West
2614,CA-2014-147298,AG-10300,FUR-CH-10004886,230.2800,3,0.20,23.0280,2014-04-26,2014-05-03,Standard Class,West
2615,CA-2014-147298,AG-10300,OFF-BI-10001525,18.2880,6,0.20,5.7150,2014-04-26,2014-05-03,Standard Class,West
2616,CA-2017-147942,MS-17365,OFF-LA-10003663,5.7800,2,0.00,2.7166,2017-04-01,2017-04-05,Standard Class,West
2617,CA-2017-147942,MS-17365,OFF-BI-10001294,121.6800,13,0.20,38.0250,2017-04-01,2017-04-05,Standard Class,West
2618,CA-2017-115931,JM-15655,OFF-AR-10000369,4.1700,3,0.00,1.0842,2017-12-22,2017-12-26,Standard Class,West
2619,CA-2017-115931,JM-15655,TEC-PH-10001300,67.0400,4,0.20,6.7040,2017-12-22,2017-12-26,Standard Class,West
2620,CA-2017-115931,JM-15655,OFF-ST-10000876,37.3200,3,0.00,10.4496,2017-12-22,2017-12-26,Standard Class,West
2621,CA-2017-115931,JM-15655,OFF-LA-10001404,18.4500,5,0.00,8.6715,2017-12-22,2017-12-26,Standard Class,West
2622,CA-2014-164861,MC-17635,OFF-PA-10001972,25.9200,4,0.00,12.4416,2014-12-03,2014-12-06,Second Class,Central
2623,CA-2017-127180,TA-21385,TEC-CO-10004722,11199.9680,4,0.20,3919.9888,2017-10-22,2017-10-24,First Class,East
2624,CA-2017-127180,TA-21385,TEC-PH-10001494,2399.6000,8,0.00,647.8920,2017-10-22,2017-10-24,First Class,East
2625,CA-2017-127180,TA-21385,OFF-EN-10002500,63.9000,5,0.00,28.7550,2017-10-22,2017-10-24,First Class,East
2626,CA-2017-127180,TA-21385,TEC-PH-10003800,52.9900,1,0.00,0.5299,2017-10-22,2017-10-24,First Class,East
2627,US-2017-165344,SB-20290,TEC-AC-10002399,60.8640,4,0.20,9.1296,2017-11-13,2017-11-15,First Class,East
2628,US-2017-165344,SB-20290,TEC-MA-10002210,652.9950,7,0.70,-935.9595,2017-11-13,2017-11-15,First Class,East
2629,US-2017-165344,SB-20290,OFF-BI-10003196,11.2200,10,0.70,-7.4800,2017-11-13,2017-11-15,First Class,East
2630,CA-2015-168186,AB-10150,OFF-PA-10000477,14.9400,3,0.00,7.0218,2015-09-10,2015-09-15,Standard Class,Central
2631,US-2017-110604,JF-15295,FUR-FU-10000076,39.9600,2,0.00,17.1828,2017-05-15,2017-05-20,Standard Class,West
2632,US-2017-110604,JF-15295,FUR-CH-10002017,42.6240,2,0.20,4.2624,2017-05-15,2017-05-20,Standard Class,West
2633,US-2017-110604,JF-15295,FUR-CH-10004287,220.9600,1,0.20,24.8580,2017-05-15,2017-05-20,Standard Class,West
2634,CA-2015-116750,BF-10975,FUR-FU-10003829,4.9280,2,0.20,0.7392,2015-07-05,2015-07-10,Second Class,South
2635,CA-2015-116750,BF-10975,OFF-BI-10004728,7.2300,5,0.70,-5.7840,2015-07-05,2015-07-10,Second Class,South
2636,CA-2015-162369,TT-21265,OFF-ST-10000046,323.1000,2,0.00,61.3890,2015-08-15,2015-08-19,Standard Class,West
2637,CA-2017-108441,SB-20170,OFF-PA-10000697,19.0400,4,0.00,9.3296,2017-06-12,2017-06-18,Standard Class,East
2638,CA-2017-108441,SB-20170,OFF-BI-10000848,13.1280,3,0.20,4.2666,2017-06-12,2017-06-18,Standard Class,East
2639,CA-2017-108441,SB-20170,OFF-AR-10004691,64.1400,3,0.00,16.6764,2017-06-12,2017-06-18,Standard Class,East
2640,CA-2017-108441,SB-20170,FUR-CH-10000595,858.2400,4,0.10,143.0400,2017-06-12,2017-06-18,Standard Class,East
2641,CA-2015-169740,LM-17065,TEC-AC-10000927,29.9900,1,0.00,2.9990,2015-02-20,2015-02-25,Standard Class,South
2642,CA-2016-124051,KA-16525,OFF-PA-10001289,186.0480,6,0.20,67.4424,2016-12-29,2016-12-30,First Class,Central
2643,CA-2016-149111,BF-11170,TEC-PH-10003092,36.7920,1,0.20,4.1391,2016-04-17,2016-04-21,Second Class,South
2644,CA-2016-149111,BF-11170,FUR-FU-10000206,18.6240,8,0.20,6.2856,2016-04-17,2016-04-21,Second Class,South
2645,CA-2014-131002,TB-21400,FUR-FU-10004270,57.6900,3,0.00,23.6529,2014-09-07,2014-09-12,Second Class,Central
2646,CA-2014-131002,TB-21400,OFF-BI-10000948,42.8100,3,0.00,20.1207,2014-09-07,2014-09-12,Second Class,Central
2647,CA-2014-131002,TB-21400,OFF-PA-10000223,12.9600,2,0.00,6.2208,2014-09-07,2014-09-12,Second Class,Central
2648,CA-2014-131002,TB-21400,FUR-FU-10004665,821.8800,6,0.00,213.6888,2014-09-07,2014-09-12,Second Class,Central
2649,CA-2014-131002,TB-21400,TEC-PH-10000215,104.8500,3,0.00,28.3095,2014-09-07,2014-09-12,Second Class,Central
2650,US-2016-146794,SH-19975,FUR-BO-10004467,424.9575,5,0.15,19.9980,2016-09-26,2016-10-01,Standard Class,West
2651,CA-2017-112515,AS-10225,OFF-BI-10000829,10.7760,3,0.20,3.5022,2017-09-17,2017-09-21,Second Class,West
2652,CA-2017-112515,AS-10225,OFF-BI-10003712,11.7840,3,0.20,4.2717,2017-09-17,2017-09-21,Second Class,West
2653,CA-2017-112515,AS-10225,OFF-PA-10000062,164.8800,3,0.00,80.7912,2017-09-17,2017-09-21,Second Class,West
2654,CA-2017-112515,AS-10225,FUR-BO-10003404,1292.9400,3,0.00,77.5764,2017-09-17,2017-09-21,Second Class,West
2655,CA-2017-112515,AS-10225,OFF-BI-10004233,25.5840,2,0.20,8.9544,2017-09-17,2017-09-21,Second Class,West
2656,CA-2017-112515,AS-10225,OFF-ST-10001272,261.7400,2,0.00,65.4350,2017-09-17,2017-09-21,Second Class,West
2657,CA-2017-112515,AS-10225,OFF-LA-10001175,14.4000,5,0.00,7.0560,2017-09-17,2017-09-21,Second Class,West
2658,CA-2016-150343,PK-19075,OFF-EN-10004030,10.8600,3,0.00,5.1042,2016-08-16,2016-08-20,Standard Class,West
2659,CA-2015-135538,HR-14830,FUR-CH-10004287,883.8400,4,0.20,99.4320,2015-12-24,2015-12-28,Standard Class,West
2660,CA-2017-123372,DG-13300,TEC-PH-10002834,1979.8900,11,0.00,494.9725,2017-11-28,2017-12-02,Standard Class,East
2661,CA-2017-123372,DG-13300,OFF-EN-10003055,79.9600,2,0.00,35.9820,2017-11-28,2017-12-02,Standard Class,East
2662,CA-2017-159604,CL-12700,OFF-BI-10003460,8.7600,2,0.00,4.2048,2017-04-14,2017-04-15,First Class,Central
2663,CA-2016-164784,HF-14995,OFF-LA-10001569,3.9840,1,0.20,1.2948,2016-05-01,2016-05-04,First Class,South
2664,CA-2016-164784,HF-14995,FUR-TA-10004534,370.6200,3,0.40,-142.0710,2016-05-01,2016-05-04,First Class,South
2665,CA-2016-164784,HF-14995,OFF-BI-10002954,2.7420,2,0.70,-2.0108,2016-05-01,2016-05-04,First Class,South
2666,CA-2016-111794,HG-15025,TEC-AC-10003832,79.5120,3,0.20,20.8719,2016-10-01,2016-10-01,Same Day,Central
2667,CA-2016-111794,HG-15025,OFF-PA-10000474,28.3520,1,0.20,9.5688,2016-10-01,2016-10-01,Same Day,Central
2668,US-2015-139759,NL-18310,FUR-CH-10002774,40.7840,1,0.20,4.5882,2015-08-25,2015-08-30,Standard Class,West
2669,US-2015-139759,NL-18310,OFF-AP-10002765,105.9600,4,0.00,29.6688,2015-08-25,2015-08-30,Standard Class,West
2670,CA-2014-126403,RR-19525,OFF-PA-10001144,166.4400,3,0.00,79.8912,2014-09-09,2014-09-12,Second Class,East
2671,CA-2014-126403,RR-19525,FUR-CH-10003761,785.8800,6,0.00,212.1876,2014-09-09,2014-09-12,Second Class,East
2672,CA-2014-126403,RR-19525,OFF-PA-10004665,26.2000,2,0.00,12.8380,2014-09-09,2014-09-12,Second Class,East
2673,CA-2014-126403,RR-19525,OFF-ST-10000078,1325.8500,5,0.00,238.6530,2014-09-09,2014-09-12,Second Class,East
2674,CA-2017-136875,TC-21295,OFF-PA-10000357,166.4400,3,0.00,79.8912,2017-12-03,2017-12-03,Same Day,West
2675,CA-2017-132185,DB-13615,OFF-AR-10000422,8.7600,5,0.20,0.7665,2017-11-27,2017-12-02,Standard Class,South
2676,CA-2017-132185,DB-13615,OFF-AP-10001205,43.5840,1,0.20,4.3584,2017-11-27,2017-12-02,Standard Class,South
2677,US-2014-160780,SV-20785,OFF-BI-10001116,11.0880,7,0.70,-8.1312,2014-06-21,2014-06-21,Same Day,West
2678,US-2014-160780,SV-20785,OFF-BI-10002931,25.1640,2,0.70,-16.7760,2014-06-21,2014-06-21,Same Day,West
2679,CA-2017-127026,MH-18115,OFF-BI-10000546,14.4000,5,0.00,7.0560,2017-01-21,2017-01-27,Standard Class,Central
2680,CA-2017-127026,MH-18115,TEC-AC-10002049,619.9500,5,0.00,111.5910,2017-01-21,2017-01-27,Standard Class,Central
2681,CA-2017-127026,MH-18115,OFF-BI-10001196,89.5200,4,0.00,42.0744,2017-01-21,2017-01-27,Standard Class,Central
2682,CA-2017-127026,MH-18115,TEC-MA-10002981,350.9730,3,0.10,152.0883,2017-01-21,2017-01-27,Standard Class,Central
2683,CA-2017-127026,MH-18115,TEC-PH-10003601,164.9900,1,0.00,49.4970,2017-01-21,2017-01-27,Standard Class,Central
2684,CA-2017-137085,CT-11995,OFF-BI-10000632,312.5520,9,0.20,101.5794,2017-06-29,2017-07-06,Standard Class,West
2685,CA-2016-133123,KB-16315,OFF-EN-10003055,95.9520,3,0.20,29.9850,2016-09-06,2016-09-11,Standard Class,South
2686,CA-2016-133123,KB-16315,OFF-BI-10001031,3.2040,2,0.70,-2.4564,2016-09-06,2016-09-11,Standard Class,South
2687,US-2016-128195,RA-19285,OFF-BI-10002003,3.9800,5,0.80,-6.5670,2016-08-04,2016-08-05,First Class,Central
2688,CA-2015-153220,YC-21895,OFF-PA-10003016,15.7000,5,0.00,7.0650,2015-11-12,2015-11-14,First Class,West
2689,CA-2014-123064,RA-19915,OFF-AR-10004582,5.2480,4,0.20,1.6400,2014-06-30,2014-07-02,First Class,Central
2690,CA-2017-156412,CM-12160,OFF-BI-10004364,5.3460,3,0.70,-4.4550,2017-12-04,2017-12-08,Standard Class,East
2691,US-2016-144211,CS-12130,OFF-PA-10002246,15.4800,3,0.20,5.6115,2016-08-28,2016-09-02,Standard Class,West
2692,US-2016-144211,CS-12130,TEC-PH-10002890,108.5760,3,0.20,8.1432,2016-08-28,2016-09-02,Standard Class,West
2693,CA-2016-138079,AJ-10795,FUR-FU-10001475,109.9000,5,0.00,37.3660,2016-01-22,2016-01-28,Standard Class,West
2694,CA-2014-143182,DL-12865,FUR-FU-10004270,15.3840,1,0.20,4.0383,2014-10-15,2014-10-20,Standard Class,South
2695,CA-2016-161662,BE-11410,OFF-PA-10003465,30.3520,2,0.20,10.6232,2016-02-07,2016-02-09,First Class,East
2696,CA-2014-145317,SM-20320,TEC-MA-10003626,821.3000,4,0.50,-16.4260,2014-03-18,2014-03-23,Standard Class,South
2697,CA-2014-145317,SM-20320,TEC-MA-10002412,22638.4800,6,0.50,-1811.0784,2014-03-18,2014-03-23,Standard Class,South
2698,CA-2014-145317,SM-20320,OFF-PA-10001804,21.3760,4,0.20,7.4816,2014-03-18,2014-03-23,Standard Class,South
2699,CA-2014-145317,SM-20320,OFF-AR-10003183,8.0160,3,0.20,1.0020,2014-03-18,2014-03-23,Standard Class,South
2700,CA-2014-145317,SM-20320,FUR-FU-10004270,30.7680,2,0.20,8.0766,2014-03-18,2014-03-23,Standard Class,South
2701,CA-2014-145317,SM-20320,OFF-FA-10003112,18.9360,3,0.20,5.9175,2014-03-18,2014-03-23,Standard Class,South
2702,CA-2014-145317,SM-20320,FUR-FU-10001986,122.3520,3,0.20,15.2940,2014-03-18,2014-03-23,Standard Class,South
2703,CA-2014-143413,RP-19390,OFF-PA-10002319,116.2800,3,0.00,56.9772,2014-05-24,2014-05-30,Standard Class,East
2704,CA-2017-156818,JD-16015,TEC-AC-10002323,132.6000,6,0.00,17.2380,2017-07-11,2017-07-13,Second Class,East
2705,CA-2017-155873,AB-10255,OFF-SU-10001165,16.6800,2,0.00,4.3368,2017-06-16,2017-06-21,Standard Class,West
2706,CA-2017-155873,AB-10255,OFF-PA-10001246,19.4400,3,0.00,9.3312,2017-06-16,2017-06-21,Standard Class,West
2707,CA-2017-155873,AB-10255,OFF-PA-10001815,192.1600,4,0.00,92.2368,2017-06-16,2017-06-21,Standard Class,West
2708,CA-2015-121797,CC-12145,FUR-FU-10001876,227.3600,7,0.00,81.8496,2015-01-30,2015-02-06,Standard Class,West
2709,CA-2015-121797,CC-12145,TEC-MA-10000488,1919.9760,3,0.20,215.9973,2015-01-30,2015-02-06,Standard Class,West
2710,US-2015-120572,GH-14425,OFF-BI-10001098,12.8280,2,0.70,-8.9796,2015-12-11,2015-12-15,Standard Class,South
2711,CA-2017-132430,CP-12085,FUR-FU-10003577,45.8880,4,0.20,9.1776,2017-10-09,2017-10-11,First Class,East
2712,CA-2017-146031,GM-14440,OFF-AR-10002656,60.1200,9,0.00,22.2444,2017-07-29,2017-08-01,Second Class,East
2713,CA-2014-110100,LC-16885,TEC-PH-10004531,302.3760,3,0.20,37.7970,2014-04-25,2014-04-29,Standard Class,South
2714,CA-2015-103723,BT-11305,OFF-AR-10003251,13.9000,5,0.00,5.5600,2015-12-01,2015-12-06,Standard Class,West
2715,CA-2014-127187,CP-12085,TEC-PH-10000673,129.9800,2,0.00,62.3904,2014-12-04,2014-12-08,Standard Class,East
2716,CA-2017-128475,SC-20680,TEC-AC-10000158,71.9800,2,0.00,15.1158,2017-08-26,2017-09-01,Standard Class,South
2717,CA-2014-100006,DK-13375,TEC-PH-10002075,377.9700,3,0.00,109.6113,2014-09-07,2014-09-13,Standard Class,East
2718,CA-2017-144827,SE-20110,OFF-ST-10004340,124.3600,2,0.00,33.5772,2017-12-21,2017-12-27,Standard Class,West
2719,CA-2014-110030,LF-17185,FUR-FU-10002759,23.9760,3,0.60,-14.3856,2014-12-06,2014-12-08,Second Class,Central
2720,CA-2014-121286,ON-18715,OFF-FA-10000585,8.3760,3,0.20,2.7222,2014-11-04,2014-11-08,Second Class,South
2721,CA-2014-121286,ON-18715,OFF-AP-10004859,58.2400,5,0.20,5.0960,2014-11-04,2014-11-08,Second Class,South
2722,CA-2016-164735,TB-21400,OFF-ST-10001558,81.2000,5,0.00,12.1800,2016-04-14,2016-04-19,Second Class,South
2723,CA-2014-153479,DF-13135,OFF-LA-10004689,14.4500,5,0.00,6.7915,2014-10-04,2014-10-08,Standard Class,West
2724,CA-2014-153479,DF-13135,OFF-BI-10002867,95.6480,2,0.20,31.0856,2014-10-04,2014-10-08,Standard Class,West
2725,CA-2017-149888,EP-13915,TEC-PH-10003811,359.9700,5,0.40,-71.9940,2017-11-07,2017-11-13,Standard Class,East
2726,CA-2017-149888,EP-13915,FUR-TA-10000849,350.3520,4,0.40,-140.1408,2017-11-07,2017-11-13,Standard Class,East
2727,CA-2017-119193,SK-19990,OFF-BI-10000848,1.6410,1,0.70,-1.3128,2017-12-22,2017-12-24,First Class,East
2728,CA-2017-119193,SK-19990,TEC-PH-10003072,629.9580,7,0.40,94.4937,2017-12-22,2017-12-24,First Class,East
2729,CA-2017-104801,FH-14350,OFF-AR-10001547,6.6300,3,0.00,1.7901,2017-02-13,2017-02-19,Standard Class,West
2730,CA-2017-104801,FH-14350,TEC-AC-10001838,799.9600,4,0.00,343.9828,2017-02-13,2017-02-19,Standard Class,West
2731,CA-2017-104801,FH-14350,FUR-FU-10004017,107.5300,1,0.00,21.5060,2017-02-13,2017-02-19,Standard Class,West
2732,CA-2014-107594,EH-13945,TEC-PH-10002923,73.9800,2,0.00,19.9746,2014-07-02,2014-07-06,Standard Class,East
2733,CA-2014-107594,EH-13945,OFF-AR-10000716,5.5800,1,0.00,2.1762,2014-07-02,2014-07-06,Standard Class,East
2734,CA-2015-129770,JE-15715,OFF-PA-10000249,49.1200,4,0.00,23.0864,2015-02-21,2015-02-23,Second Class,West
2735,CA-2015-115798,KL-16645,TEC-PH-10003691,377.9700,3,0.00,94.4925,2015-11-13,2015-11-19,Standard Class,East
2736,CA-2015-115798,KL-16645,OFF-PA-10001560,42.2800,7,0.00,19.8716,2015-11-13,2015-11-19,Standard Class,East
2737,CA-2015-115798,KL-16645,FUR-BO-10004467,299.9700,3,0.00,56.9943,2015-11-13,2015-11-19,Standard Class,East
2738,CA-2015-115798,KL-16645,TEC-PH-10001819,89.9800,2,0.00,43.1904,2015-11-13,2015-11-19,Standard Class,East
2739,CA-2017-122707,EB-13750,OFF-SU-10000157,477.2400,4,0.00,9.5448,2017-04-16,2017-04-18,First Class,South
2740,CA-2017-122707,EB-13750,TEC-AC-10004227,25.9800,2,0.00,1.5588,2017-04-16,2017-04-18,First Class,South
2741,CA-2016-165015,BD-11725,OFF-EN-10003134,46.7200,5,0.20,17.5200,2016-02-25,2016-02-27,Second Class,East
2742,CA-2014-149244,MS-17530,FUR-FU-10004671,35.3400,2,0.00,13.4292,2014-11-04,2014-11-08,Standard Class,West
2743,CA-2015-140144,SC-20770,FUR-FU-10002253,257.6400,6,0.00,100.4796,2015-06-20,2015-06-25,Second Class,West
2744,CA-2015-140144,SC-20770,TEC-PH-10002726,125.9760,3,0.20,47.2410,2015-06-20,2015-06-25,Second Class,West
2745,CA-2017-163321,FM-14380,TEC-AC-10004571,79.9920,1,0.20,21.9978,2017-08-07,2017-08-11,Second Class,South
2746,CA-2014-155887,KT-16480,FUR-TA-10002228,700.0560,3,0.30,-130.0104,2014-05-12,2014-05-17,Standard Class,East
2747,US-2015-165449,AP-10720,TEC-AC-10004127,27.1680,4,0.20,-1.3584,2015-11-22,2015-11-26,Standard Class,Central
2748,CA-2015-110247,RH-19555,OFF-BI-10001553,8.2260,3,0.70,-6.0324,2015-12-04,2015-12-08,Standard Class,South
2749,US-2014-141257,CS-11950,FUR-CH-10002758,585.5520,3,0.20,73.1940,2014-06-08,2014-06-14,Standard Class,West
2750,CA-2014-154669,TM-21010,OFF-ST-10000532,423.2800,11,0.00,110.0528,2014-08-08,2014-08-11,Second Class,West
2751,CA-2014-158029,HF-14995,FUR-CH-10000988,225.2960,2,0.20,22.5296,2014-05-26,2014-05-30,Standard Class,West
2752,CA-2015-155306,GA-14515,OFF-AR-10003251,5.5600,2,0.00,2.2240,2015-04-17,2015-04-21,Standard Class,West
2753,CA-2015-155306,GA-14515,TEC-AC-10003174,323.3700,3,0.00,129.3480,2015-04-17,2015-04-21,Standard Class,West
2754,CA-2015-155306,GA-14515,TEC-PH-10002310,783.9600,5,0.20,68.5965,2015-04-17,2015-04-21,Standard Class,West
2755,CA-2015-155306,GA-14515,OFF-AP-10002651,1447.6500,5,0.00,419.8185,2015-04-17,2015-04-21,Standard Class,West
2756,CA-2015-155306,GA-14515,OFF-PA-10001184,11.9600,2,0.00,5.8604,2015-04-17,2015-04-21,Standard Class,West
2757,CA-2016-127775,ES-14020,TEC-AC-10002402,239.9700,3,0.00,71.9910,2016-06-11,2016-06-13,Second Class,East
2758,CA-2016-146171,JP-16135,FUR-FU-10004270,76.9200,4,0.00,31.5372,2016-03-11,2016-03-15,Standard Class,South
